Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	ID	Cycle	Ch	B1-256	Dyn	Symbol Type	Strt-PPI-NULL-Sync-Res	H-CRC	CRC	Tframe	Tss Length	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	Arb ID	Remote	Xtd	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	PT	Trgt	Src	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
6368	1427.196592	0.005286098	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	10	10	61	3	9	BF	2	2			
6369	1427.197338	0.000746131	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	30	0	0	0	0	0	0	0			
6370	1427.206718	0.009379923	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	21	2	2	0	0	0	0	0			
6371	1427.216928	0.010210037	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	22	0	0	0	30	36	34	0			
6372	1427.23127	0.014341295	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
6373	1427.23768	0.006410062	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
6374	1427.741406	0.503726006	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
6375	1427.750196	0.008790076	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
6376	1428.081599	0.331402957	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
6377	1428.085569	0.003969967	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
6378	1428.089559	0.003989995	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
6379	1428.090749	0.001190245	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
6380	1428.093609	0.00285989	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
6381	1428.097517	0.003908098	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	10	14	4	3	41			
6382	1428.097763	0.000246048	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
6383	1428.098699	0.000936091	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
6384	1428.099339	0.000640154	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	3	7F	22	78	0	10	3	3			
6385	1428.101623	0.00228399	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
6386	1428.102255	0.000632107	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	39	39	31	30	41			
6387	1428.111848	0.009592116	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
6388	1428.122707	0.010859609	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
6389	1428.125317	0.002610087	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	49	30	35	43	30			
6390	1428.126683	0.0013659	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
6391	1428.126921	0.00023818	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
6392	1428.130681	0.003759921	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
6393	1428.133711	0.003030002	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	0			
6394	1428.134687	0.000976086	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
6395	1428.135125	0.000438154	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	34	30	36	34	41			
6396	1428.138685	0.003559828	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
6397	1428.140911	0.002226174	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	37	39	31	30	41			
6398	1428.142719	0.001807868	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
6399	1428.145379	0.002660036	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
6400	1428.146691	0.001312017	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
6401	1428.150721	0.00402981	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
6402	1428.152753	0.002032042	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
6403	1428.153239	0.000486195	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
6404	1428.154714	0.001474142	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
6405	1428.1587	0.003986001	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
6406	1428.15958	0.000880063	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
6407	1428.161588	0.002008259	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
6408	1428.162708	0.001119971	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
6409	1428.166	0.003292024	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	0	0	0	0			
6410	1428.166724	0.000724077	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
6411	1428.170418	0.003694117	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
6412	1428.170822	0.000404179	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
6413	1428.173604	0.002782047	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
6414	1428.174718	0.001114011	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
6415	1428.17873	0.00401181	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
6416	1428.18585	0.007119954	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
6417	1428.18674	0.000890195	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	0	10	0	0	0			
6418	1428.187256	0.000516117	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
6419	1428.187611	0.000354171	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
6420	1428.191171	0.003559947	2.83674E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	1	0	0	0	0	0			
6421	1428.194195	0.003024101	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	10	0B	61	1	15	0	0	1			
6422	1428.194987	0.000791907	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	30	0	0	0	0	0	0	0			
6423	1428.203509	0.008522034	4.56297E+14	F	F	MS CAN $504	MS CAN		504	F	F	21	0	0	0	0	0	0	0			
6424	1428.211304	0.007795751	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	3	0	0	0	0	0			
6425	1428.21423	0.002925992	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	10	10	61	3	9	BF	2	2			
6426	1428.214978	0.000747979	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	30	0	0	0	0	0	0	0			
6427	1428.223433	0.008454323	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	21	2	2	0	0	0	0	0			
6428	1428.234128	0.010695875	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	22	0	0	0	30	36	34	0			
6429	1428.241984	0.007855535	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
6430	1428.243868	0.001884162	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
6431	1428.75144	0.507571757	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
6432	1428.757996	0.006556034	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
6433	1429.101622	0.34362638	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
6434	1429.10559	0.003968	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
6435	1429.109584	0.003993988	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
6436	1429.111033	0.001448214	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
6437	1429.11363	0.002597868	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
6438	1429.116761	0.003130138	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	3	7F	22	78	0	10	3	3			
6439	1429.117601	0.000840008	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
6440	1429.117849	0.000248313	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	10	14	4	3	41			
6441	1429.118591	0.000741959	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
6442	1429.121641	0.00304985	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
6443	1429.123553	0.001912117	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	39	39	31	30	41			
6444	1429.131943	0.008390129	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
6445	1429.146009	0.014065862	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
6446	1429.147765	0.001755893	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
6447	1429.15174	0.003975809	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
6448	1429.151983	0.000242114	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	49	30	35	43	30			
6449	1429.155733	0.003749907	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
6450	1429.159726	0.003993869	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
6451	1429.161322	0.001596034	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	0			
6452	1429.163748	0.002425969	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
6453	1429.164949	0.00120014	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	34	30	36	34	41			
6454	1429.167767	0.002817988	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
6455	1429.169229	0.001462042	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	37	39	31	30	41			
6456	1429.171747	0.002517998	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
6457	1429.172913	0.001166105	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
6458	1429.175775	0.002862036	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
6459	1429.176641	0.000866055	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
6460	1429.179757	0.003115892	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
6461	1429.182779	0.003022075	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
6462	1429.183769	0.000990093	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
6463	1429.185023	0.001254022	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
6464	1429.187539	0.00251627	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
6465	1429.187785	0.000246108	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
6466	1429.190087	0.002302051	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
6467	1429.191785	0.001697898	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
6468	1429.195773	0.003988147	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	0	0	0	0			
6469	1429.196015	0.000242054	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
6470	1429.199763	0.00374788	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
6471	1429.203719	0.00395602	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
6472	1429.203967	0.000248015	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
6473	1429.206827	0.00286001	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	0	10	0	0	0			
6474	1429.207605	0.000778198	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
6475	1429.20819	0.000584126	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
6476	1429.212138	0.003948033	2.83674E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	1	0	0	0	0	0			
6477	1429.215868	0.003730118	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
6478	1429.221688	0.005820036	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	10	0B	61	1	15	0	0	1			
6479	1429.22249	0.00080204	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	30	0	0	0	0	0	0	0			
6480	1429.231928	0.009437978	4.56297E+14	F	F	MS CAN $504	MS CAN		504	F	F	21	0	0	0	0	0	0	0			
6481	1429.241309	0.009381533	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	3	0	0	0	0	0			
6482	1429.241803	0.000494123	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	10	10	61	3	9	BF	2	2			
6483	1429.242551	0.000747979	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	30	0	0	0	0	0	0	0			
6484	1429.252029	0.009478033	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	21	2	2	0	0	0	0	0			
6485	1429.261577	0.009548008	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	22	0	0	0	30	36	34	0			
6486	1429.271327	0.009749472	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
6487	1429.272181	0.000854075	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
6488	1429.781405	0.509223819	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
6489	1429.785109	0.003704011	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
6490	1430.1216	0.33649075	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
6491	1430.125574	0.00397402	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
6492	1430.129564	0.003989995	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
6493	1430.130194	0.000630081	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
6494	1430.133614	0.003419936	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
6495	1430.136698	0.003084123	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	3	7F	22	78	0	10	3	3			
6496	1430.137586	0.000887871	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
6497	1430.137828	0.000242233	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	10	14	4	3	41			
6498	1430.138614	0.000786185	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
6499	1430.141624	0.003009915	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
6500	1430.145474	0.003850162	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	39	39	31	30	41			
6501	1430.151782	0.006308019	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
6502	1430.165842	0.01406002	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
6503	1430.17257	0.006727695	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
6504	1430.175364	0.002794147	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	49	30	35	43	30			
6505	1430.176544	0.001180053	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
6506	1430.180532	0.003987789	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
6507	1430.184546	0.004013717	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
6508	1430.184784	0.000238121	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	34	30	36	34	41			
6509	1430.186706	0.001922071	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	0			
6510	1430.188072	0.001366317	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	37	39	31	30	41			
6511	1430.188548	0.000475943	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
6512	1430.192576	0.004027843	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
6513	1430.196542	0.003965855	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
6514	1430.198126	0.001583993	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
6515	1430.200582	0.002456009	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
6516	1430.202738	0.002156079	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
6517	1430.203012	0.000274241	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
6518	1430.204578	0.001566112	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
6519	1430.205224	0.000645995	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
6520	1430.208572	0.003347874	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
6521	1430.209008	0.000436187	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
6522	1430.212572	0.003563941	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
6523	1430.216556	0.003984094	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	0	0	0	0			
6524	1430.216798	0.000242054	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
6525	1430.218096	0.00129813	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
6526	1430.220586	0.002489984	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
6527	1430.223522	0.002936006	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
6528	1430.224574	0.001052022	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
6529	1430.228584	0.004009962	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
6530	1430.237051	0.008466125	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	0	10	0	0	0			
6531	1430.237317	0.000266194	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
6532	1430.237759	0.000442088	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
6533	1430.239109	0.001350105	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
6534	1430.243079	0.003970027	2.83674E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	1	0	0	0	0	0			
6535	1430.247351	0.004271984	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	10	0B	61	1	15	0	0	1			
6536	1430.248133	0.000782073	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	30	0	0	0	0	0	0	0			
6537	1430.257575	0.009442031	4.56297E+14	F	F	MS CAN $504	MS CAN		504	F	F	21	0	0	0	0	0	0	0			
6538	1430.271286	0.013711274	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	3	0	0	0	0	0			
6539	1430.277734	0.00644803	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	10	10	61	3	9	BF	2	2			
6540	1430.278482	0.000748038	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	30	0	0	0	0	0	0	0			
6541	1430.287952	0.009470046	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	21	2	2	0	0	0	0	0			
6542	1430.297696	0.009743989	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	22	0	0	0	30	36	34	0			
6543	1430.311314	0.013617456	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
6544	1430.318186	0.006871998	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
6545	1430.751482	0.433295727	2.97968E+14	F	F	MS CAN $620	MS CAN		620	F	F	4	18	0	FF	0	0	0	0			
6546	1430.755454	0.003971994	2.97968E+14	F	F	MS CAN $648	MS CAN		648	F	F	4	18	0	FF	0	0	0	0			
6547	1430.759844	0.004390061	3.50744E+14	F	F	MS CAN $504	MS CAN		504	F	F	5	58	1	C1	84	60	80	0			
6548	1430.76665	0.006806016	2.84774E+14	F	F	MS CAN $509	MS CAN		509	F	F	2	58	0	39	39	31	30	41			
6549	1430.807404	0.04075402	2.97968E+14	F	F	MS CAN $658	MS CAN		658	F	F	4	18	0	FF	0	0	0	0			
6550	1430.811428	0.004023969	2.96868E+14	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	19	2	0D	0	0	0	0			
6551	1430.815384	0.00395602	2.96868E+14	F	F	MS CAN $628	MS CAN		628	F	F	3	19	2	0D	0	0	0	0			
6552	1430.819434	0.004049838	2.97968E+14	F	F	MS CAN $600	MS CAN		600	F	F	4	18	0	FF	0	0	0	0			
6553	1430.822424	0.002990127	2.84774E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	2	58	0	37	39	31	30	41			
6554	1430.822936	0.000512123	2.97968E+14	F	F	MS CAN $505	MS CAN		505	F	F	3	59	2	FB	0	2	3	3			
6555	1430.823406	0.000470102	2.97968E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
6556	1430.824146	0.000740111	2.97968E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	3	59	2	39	0	2	3	3			
6557	1430.826898	0.002752185	2.84774E+14	F	F	MS CAN $500	MS CAN		500	F	F	2	58	0	0	10	0	0	0			
6558	1430.831208	0.004310071	3.50744E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
6559	1431.141652	0.310443938	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
6560	1431.145618	0.003965974	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
6561	1431.149612	0.003993809	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
6562	1431.150008	0.000396192	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
6563	1431.153662	0.003653944	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
6564	1431.155906	0.002243996	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	3	7F	22	78	0	10	3	3			
6565	1431.156876	0.000970244	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	10	14	4	3	41			
6566	1431.157636	0.000760078	2.97968E+14	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
6567	1431.158368	0.000732005	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
6568	1431.16167	0.003301919	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
6569	1431.167576	0.005906045	2.84774E+14	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	39	39	31	30	41			
6570	1431.171607	0.004030168	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
6571	1431.185645	0.014038026	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
6572	1431.19734	0.011695504	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
6573	1431.199408	0.002068162	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	49	30	35	43	30			
6574	1431.201316	0.001907945	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
6575	1431.2023	0.000984013	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	0			
6576	1431.20531	0.003009915	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
6577	1431.209298	0.003988087	2.97968E+14	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
6578	1431.213314	0.004016042	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
6579	1431.215064	0.001750052	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	34	30	36	34	41			
6580	1431.217342	0.00227797	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
6581	1431.218874	0.001532078	2.84774E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	37	39	31	30	41			
6582	1431.220751	0.001876175	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
6583	1431.221327	0.000576019	2.96868E+14	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
