Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	ID	Cycle	Ch	B1-256	Dyn	Symbol Type	Strt-PPI-NULL-Sync-Res	H-CRC	CRC	Tframe	Tss Length	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	Arb ID	Remote	Xtd	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	PT	Trgt	Src	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
1	1326.701194	0	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
2	1326.705162	0.003967762	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
3	1326.710364	0.005201995	67371008	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
4	1326.710964	0.000600338	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
5	1326.817914	0.106950462	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
6	1326.822945	0.005030096	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
7	1327.261456	0.438511193	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
8	1327.26442	0.002964199	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
9	1327.26546	0.001039922	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
10	1327.269444	0.003983796	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
11	1327.271712	0.002268076	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
12	1327.273436	0.001723886	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
13	1327.276638	0.00320214	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
14	1327.277434	0.00079608	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
15	1327.281467	0.004033685	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
16	1327.28402	0.002552092	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
17	1327.285456	0.001435995	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
18	1327.285694	0.000238121	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
19	1327.286562	0.000868201	67371008	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
20	1327.289468	0.002906024	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
21	1327.293048	0.003580034	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
22	1327.293544	0.000495911	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
23	1327.29471	0.001166165	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
24	1327.295818	0.001108229	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
25	1327.29747	0.001652062	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
26	1327.299368	0.00189805	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
27	1327.30148	0.002111912	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
28	1327.305468	0.003987789	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
29	1327.3095	0.004031897	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
30	1327.30975	0.000250101	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
31	1327.311832	0.002082229	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
32	1327.313494	0.001662016	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
33	1327.315816	0.002321959	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
34	1327.31749	0.001674056	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
35	1327.320613	0.003122211	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
36	1327.3215	0.00088793	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
37	1327.323854	0.002353907	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
38	1327.325508	0.001654088	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
39	1327.329512	0.004003704	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
40	1327.332288	0.002776146	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
41	1327.333502	0.001213968	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
42	1327.337342	0.003840089	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
43	1327.337587	0.000244141	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
44	1327.339061	0.001474082	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
45	1327.339341	0.000280201	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
46	1327.348895	0.009554088	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
47	1327.421041	0.072146297	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
48	1327.71121	0.290168941	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
49	1327.71518	0.003969848	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
50	1327.719246	0.00406599	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
51	1327.722814	0.003568232	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
52	1327.838114	0.1153	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
53	1327.840052	0.001938105	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
54	1328.281349	0.441297174	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
55	1328.284488	0.003138125	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
56	1328.285322	0.000833988	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
57	1328.289337	0.004015684	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
58	1328.290337	0.001000166	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
59	1328.293327	0.002989888	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
60	1328.296205	0.00287807	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
61	1328.297321	0.001116037	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
62	1328.301353	0.004031897	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
63	1328.304059	0.002705991	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
64	1328.305333	0.00127399	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
65	1328.305581	0.000248134	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
66	1328.306534	0.000952184	67371008	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
67	1328.30935	0.002816021	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
68	1328.313256	0.003905952	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
69	1328.313504	0.000248075	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
70	1328.314668	0.001164019	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
71	1328.315844	0.001176178	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
72	1328.317346	0.001502037	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
73	1328.319744	0.002398014	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
74	1328.32135	0.001606047	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
75	1328.325344	0.003993809	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
76	1328.32937	0.004025996	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
77	1328.329924	0.000554085	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
78	1328.331714	0.001790285	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
79	1328.333362	0.001647949	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
80	1328.337348	0.003985763	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
81	1328.341372	0.00402379	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
82	1328.342964	0.0015921	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
83	1328.343976	0.001012206	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
84	1328.345384	0.001407802	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
85	1328.348424	0.003040135	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
86	1328.349392	0.000967979	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
87	1328.350518	0.001126111	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
88	1328.353372	0.002854109	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
89	1328.354118	0.000746071	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
90	1328.357392	0.003273845	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
91	1328.358768	0.001376212	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
92	1328.359326	0.000558197	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
93	1328.370077	0.010750115	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
94	1328.441027	0.07095021	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
95	1328.552159	0.111132324	2.97968E+14	F	F	MS CAN $648	MS CAN		648	F	F	4	18	0	FF	0	0	0	0			
96	1328.556121	0.00396198	2.97968E+14	F	F	MS CAN $600	MS CAN		600	F	F	4	18	0	FF	0	0	0	0			
97	1328.560117	0.003995895	2.97968E+14	F	F	MS CAN $658	MS CAN		658	F	F	4	18	0	FF	0	0	0	0			
98	1328.564135	0.004017711	2.97968E+14	F	F	MS CAN $620	MS CAN		620	F	F	4	18	0	FF	0	0	0	0			
99	1328.564395	0.000260055	2.84774E+14	F	F	MS CAN $509	MS CAN		509	F	F	2	58	0	0	0	0	0	0			
100	1328.564655	0.000260174	2.84774E+14	F	F	MS CAN $500	MS CAN		500	F	F	2	58	0	12	37	39	32	32			
101	1328.566175	0.001520097	3.50744E+14	F	F	MS CAN $504	MS CAN		504	F	F	5	58	1	C1	84	60	80	36			
102	1328.568165	0.001989961	2.96868E+14	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	19	2	0D	0	0	0	0			
103	1328.570431	0.002266109	2.84774E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	2	58	0	0	0	0	0	0			
104	1328.572137	0.001706004	2.96868E+14	F	F	MS CAN $628	MS CAN		628	F	F	3	19	2	0D	0	0	0	0			
105	1328.573113	0.000976145	2.97968E+14	F	F	MS CAN $505	MS CAN		505	F	F	3	59	2	FB	0	2	3	3			
106	1328.575687	0.002574205	2.97968E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	3	59	2	39	0	2	3	3			
107	1328.715756	0.140068769	2.97968E+14	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
108	1328.719726	0.003969789	2.97968E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
109	1328.7247	0.004974127	2.84774E+14	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
110	1328.727476	0.002776206	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	C1	84	60	80	36			
111	1328.85799	0.130513251	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
112	1328.868353	0.010363936	3.50744E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
113	1329.016244	0.147890389	2.97968E+14	F	F	MS CAN $678	MS CAN		678	F	F	4	18	0	FF	0	0	0	0			
114	1329.020218	0.003973842	2.97968E+14	F	F	MS CAN $680	MS CAN		680	F	F	4	18	0	FF	0	0	0	0			
115	1329.024222	0.004003882	2.97968E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	4	18	0	FF	0	0	0	0			
116	1329.02699	0.00276798	2.84774E+14	F	F	MS CAN $50F	MS CAN		50F	F	F	2	58	0	0	0	0	0	0			
117	1329.028224	0.001234055	2.97968E+14	F	F	MS CAN $7F8	MS CAN		7F8	F	F	4	18	0	FF	0	0	0	0			
118	1329.029184	0.000960171	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	10	8	58	2	A5	63	60	C1			
119	1329.030178	0.000994205	2.84774E+14	F	F	MS CAN $510	MS CAN		510	F	F	2	58	0	0	0	0	0	0			
120	1329.032226	0.002048016	2.97968E+14	F	F	MS CAN $728	MS CAN		728	F	F	4	18	0	FF	0	0	0	0			
121	1329.036234	0.004008055	2.96868E+14	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	19	2	0D	0	0	0	0			
122	1329.038356	0.002122045	3.50744E+14	F	F	MS CAN $525	MS CAN		525	F	F	5	58	1	98	E4	60	0	0			
123	1329.040224	0.00186801	2.96868E+14	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	19	2	0D	0	0	0	0			
124	1329.041928	0.001703918	2.9357E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	30	0	0	0	0	0	0	0			
125	1329.049644	0.007716	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	21	84	60	0	5	1	36	38			
126	1329.051286	0.001642287	3.50744E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	5	58	1	C1	84	60	0	0			
127	1329.059562	0.008276105	5.61851E+14	F	F	MS CAN $6CD	MS CAN		6CD	F	F	3	59	2	99	FF	FF	FF	FF			
128	1329.070097	0.010534286	2.97968E+14	F	F	MS CAN $51C	MS CAN		51C	F	F	3	7F	19	78	0	5	1	3			
129	1329.275117	0.205020607	2.96868E+14	F	F	MS CAN $51C	MS CAN		51C	F	F	3	59	2	FB	0	5	1	3			
130	1329.301388	0.026270688	2.97968E+14	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
131	1329.304524	0.003136098	2.84774E+14	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
132	1329.305362	0.000838101	2.97968E+14	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
133	1329.309164	0.003801942	2.84774E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
134	1329.309408	0.000244141	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
135	1329.313366	0.003958046	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
136	1329.317354	0.003988028	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
137	1329.321398	0.004043996	2.96868E+14	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
138	1329.324112	0.002714097	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
139	1329.325397	0.001284182	67371008	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
140	1329.325641	0.000244141	2.96868E+14	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
141	1329.326337	0.000696123	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
142	1329.327289	0.000952184	2.97968E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
143	1329.329403	0.002113998	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
144	1329.333043	0.003640056	2.97968E+14	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
145	1329.333491	0.000448108	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
146	1329.334761	0.001269996	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
147	1329.335865	0.001104236	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
148	1329.337388	0.001522005	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
149	1329.339506	0.002118051	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
150	1329.341399	0.001893938	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
151	1329.345393	0.003993809	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
152	1329.349419	0.004025877	2.97968E+14	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
153	1329.350807	0.001388013	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
154	1329.351809	0.001002192	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
155	1329.353411	0.001601875	2.97968E+14	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
156	1329.357407	0.003995836	2.97968E+14	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
157	1329.358203	0.00079608	3.50744E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
158	1329.359637	0.001434207	3.50744E+14	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
159	1329.361427	0.001789987	2.97968E+14	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
160	1329.365425	0.003997803	2.96868E+14	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
161	1329.366421	0.000995994	2.84774E+14	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
162	1329.369385	0.002964079	2.84774E+14	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
163	1329.369631	0.000246108	2.89172E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
164	1329.373429	0.003797829	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
165	1329.377439	0.004009783	2.96868E+14	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
166	1329.378685	0.001246095	2.84774E+14	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
167	1329.379415	0.000730276	5.61851E+14	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
168	1329.383457	0.004042089	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
169	1329.395169	0.011712015	2.97968E+14	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
170	1329.454704	0.059534967	2.97968E+14	F	F	MS CAN $640	MS CAN		640	F	F	4	18	0	FF	0	0	0	0			
171	1329.458674	0.003970027	2.97968E+14	F	F	MS CAN $650	MS CAN		650	F	F	4	18	0	FF	0	0	0	0			
172	1329.461353	0.002678156	2.84774E+14	F	F	MS CAN $508	MS CAN		508	F	F	2	58	0	0	0	0	0	0			
173	1329.462686	0.001333892	2.97968E+14	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	4	18	0	FF	0	0	0	0			
174	1329.464865	0.002178192	2.84774E+14	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	2	58	0	37	33	34	39	30			
175	1329.466687	0.001821935	2.97968E+14	F	F	MS CAN $622	MS CAN		622	F	F	4	18	0	FF	0	0	0	0			
176	1329.469367	0.002680004	2.84774E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	2	58	0	0	0	0	0	0			
177	1329.470331	0.000964165	2.84774E+14	F	F	MS CAN $484	MS CAN		484	F	F	2	58	0	0	0	0	0	0			
178	1329.470851	0.00052011	2.96868E+14	F	F	MS CAN $784	MS CAN		784	F	F	3	19	2	0D	0	0	0	0			
179	1329.474713	0.003862023	2.96868E+14	F	F	MS CAN $698	MS CAN		698	F	F	3	19	2	0D	0	0	0	0			
180	1329.478685	0.003971815	2.96868E+14	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	19	2	0D	0	0	0	0			
181	1329.482255	0.00357008	5.44258E+14	F	F	MS CAN $785	MS CAN		785	F	F	3	59	2	B9	0	0	0	0			
182	1329.482743	0.000487983	2.96868E+14	F	F	MS CAN $688	MS CAN		688	F	F	3	19	2	0D	0	0	0	0			
183	1329.49105	0.008307576	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
184	1329.494268	0.003218114	2.97968E+14	F	F	MS CAN $7DB	MS CAN		7DB	F	F	3	59	2	99	0	2	1	3			
185	1329.495971	0.001702189	2.97968E+14	F	F	MS CAN $513	MS CAN		513	F	F	3	59	2	0D	0	3	2	3			
186	1329.496933	0.000962198	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	3	59	2	5B	0	10	3	3			
187	1329.721203	0.224270523	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
188	1329.725163	0.003960013	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
189	1329.72662	0.001456201	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
190	1329.733754	0.00713414	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
191	1329.878032	0.144278705	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
192	1329.886072	0.008039951	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
193	1330.321512	0.435439527	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
194	1330.324578	0.003066123	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
195	1330.325516	0.000937998	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
196	1330.328064	0.002547979	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
197	1330.329498	0.001434028	2.96868E+14	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
198	1330.333476	0.003977776	2.96868E+14	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
199	1330.337472	0.003995836	2.96868E+14	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
200	1330.341518	0.004046082	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
201	1330.344122	0.002604067	2.97968E+14	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
202	1330.345498	0.001375973	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
203	1330.345734	0.000236094	2.97968E+14	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
204	1330.346664	0.00093025	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
205	1330.347616	0.000952184	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
206	1330.349518	0.001902044	2.96868E+14	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
207	1330.353036	0.003518045	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
208	1330.35354	0.000504076	2.97968E+14	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
209	1330.3546	0.001060009	5.44258E+14	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
210	1330.355891	0.001290262	2.84774E+14	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
211	1330.357507	0.001616001	2.97968E+14	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
212	1330.359591	0.002084076	2.84774E+14	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
213	1330.361515	0.001923919	2.97968E+14	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
214	1330.365507	0.003991783	2.97968E+14	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
215	1330.369445	0.003938138	2.84774E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
216	1330.369691	0.000245869	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
